label,message,length
0,"['just', 'forced', 'eat', 'slice', '.', 'i', ""'m"", 'really', 'hungry', 'tho', '.', 'this', 'suck', '.', 'mark', 'getting', 'worried', '.', 'he', 'know', 'i', ""'m"", 'sick', 'i', 'turn', 'pizza', '.', 'lol']",28
0,"['how', 'clothes', ',', 'jewelry', ',', 'trip', '?']",7
0,"['from', '5', '2', 'work', 'timing', '.']",6
0,"['prakesh', 'know', '.']",3
0,"['c', 'movie', 'juz', 'last', 'minute', 'decision', 'mah', '.', 'juz', 'watch', '2', 'lar', 'tot', 'ü', 'interested', '.']",16
0,"['so', 'mean', 'still', 'think', 'teju']",5
0,"['say', 'slowly.', '?', 'god', ',', 'i', 'love', 'you', '&', 'amp', ';', 'i', 'need', 'you', ',', 'clean', 'my', 'heart', 'with', 'your', 'blood.send', 'ten', 'special', 'people', '&', 'amp', ';', 'u', 'c', 'miracle', 'tomorrow', ',', ',', 'pls', ',', 'pls', '...']",37
0,"['in', 'e', 'msg', 'jus', '.', 'u', 'said', 'thanks', 'gift', '.']",10
0,"['cheers', 'lou', '!', 'yeah', 'was', 'a', 'goodnite', 'shame', 'u', 'neva', 'came', '!', 'c', 'ya', 'gailxx']",15
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6
0,"['think', 'might', 'give', 'miss', '.', 'am', 'teaching', 'til', 'twelve', ',', 'lecture', 'two', '.', 'damn', 'working', 'thing', '.']",17
0,"['alright', ',', 'see', 'bit']",4
0,"['hi.what', 'think', 'match', '?']",4
0,"['thanks', 'loving', '.', 'you', 'rock']",5
1,"['congrats', '!', 'nokia', '3650', 'video', 'camera', 'phone', 'call', '09066382422', 'calls', 'cost', '150ppm', 'ave', 'call', '3mins', 'vary', 'mobile', '16+', 'close', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']",24
1,"['private', '!', 'your', '2003', 'account', 'statement', '07973788240', 'show', '800', 'un-redeemed', 's.', 'i.', 'm.', 'point', '.', 'call', '08715203649', 'identifier', 'code', ':', '40533', 'expires', '31/10/04']",23
0,"['no', 'mean', 'fat', 'head']",4
0,"['lol', 'happens', 'vegas', 'stay', 'vega']",5
0,"['yup', 'ü', 'comin', ':', '-', '(']",6
0,"['free', 'day', 'finish', '6', 'mon', 'n', 'thurs', '...']",8
0,"['s', '...', 'take', 'mokka', 'player', ':', ')']",7
0,"['all', 'nice', 'new', 'shirt', 'thing', 'i', 'wear', 'nudist', 'themed', ';', '_', ';', 'mu', '?']",14
0,"['japanese', 'proverb', ':', 'if', 'one', 'can', ',', 'u', 'can', ',', 'if', 'none', 'can', ',', 'u', 'must', 'indian', 'version', ':', 'if', 'one', 'can', ',', 'let', 'him', 'do', '..', 'if', 'none', 'can', ',', 'leave', '!', '!', 'and', 'finally', 'kerala', 'version', ':', 'if', 'one', ',', 'stop', '..', 'if', 'none', ',', 'make', 'strike', '...']",50
0,"['eh', 'ur', 'laptop', 'got', 'stock', 'lei', '...', 'he', 'say', 'mon', 'muz', 'come', 'take', 'look', 'c', 'got', '...']",17
1,"['we', 'currently', 'message', 'awaiting', 'collection', '.', 'to', 'collect', 'message', 'call', '08718723815', '.']",12
0,"['where', '?', 'you', 'said', 'would', 'i', 'woke', '...', ':', '-', '(']",11
0,"['hey', 'morning', 'come', 'ask', ':', '-', ')', 'pa', '...']",9
0,"['yeah', 'go', ',', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', '...', 'hope', 'wind', 'drop', 'though', ',', 'scary']",16
0,"['wish', 'u', 'many', 'many', 'return', 'day', '..', 'happy', 'birthday', 'vikky', '..']",11
0,"['come', 'room', 'point', 'iron', 'plan', 'weekend']",6
0,"['no', 'i', ""n't"", 'cancer', '.', 'moms', 'making', 'big', 'deal', 'regular', 'checkup', 'aka', 'pap', 'smear']",14
0,"['ard', '6', 'like', 'dat', 'lor', '.']",6
0,"['aaooooright', 'work', '?']",3
0,"['god', 'created', 'gap', 'btwn', 'ur', 'finger', 'dat', 'sum1', 'vry', 'special', 'fill', 'gap', 'holding', 'ur', 'hand', '..', 'now', 'plz', 'dont', 'ask', 'created', 'much', 'gap', 'leg', '!', '!', '!']",27
0,"['it', 'stop', '.', 'i', 'however', 'suggest', 'stay', 'someone', 'able', 'give', 'or', 'every', 'stool', '.']",14
0,"['i', 'called', 'said', ':', ')', 'choose', 'future', '.']",8
0,"['probably', 'gon', 'na', 'swing', 'wee', 'bit']",6
0,"['i', '.', 'but', 'tell', 'quite', 'long', ',', 'co', ""n't"", 'finish', 'film', 'yet', '...']",13
0,"['great', '.', 'p', 'diddy', 'neighbor', 'come', 'toothpaste', 'every', 'morning']",9
0,"['meeting', 'u', 'work', '.', '.', '.', 'tel', 'shall', 'work', 'tomorrow']",10
0,"['you', 'got', 'shitload', 'diamond', 'though']",5
1,"['urgent', '!', 'please', 'call', '09061213237', 'landline', '.', '£5000', 'cash', 'luxury', '4', '*', 'canary', 'islands', 'holiday', 'await', 'collection', '.', 't', '&', 'cs', 'sae', 'po', 'box', '177', '.', 'm227xy', '.', '150ppm', '.', '16+']",31
0,"['dont', 'kick', 'coco', ""'s""]",4
1,"['congratulations', '!', 'thanks', 'good', 'friend', 'u', 'won', '£2,000', 'xmas', 'prize', '.', '2', 'claim', 'easy', ',', 'call', '08718726978', 'now', '!', 'only', '10p', 'per', 'minute', '.', 'bt-national-rate']",25
0,"['reverse', 'cheating', '.', 'that', 'mathematics', '.']",6
0,"['i', 'guess', 'useless', 'calling', 'u', '4', 'something', 'important', '.']",9
0,"['i', ""'m"", 'reading', 'text', 'sent', '.', 'its', 'meant', 'joke', '.', 'so', 'read', 'light']",13
0,"['eat', 'old', 'airport', 'road', '...', 'but', '630', 'oredi', '...', 'got', 'lot', 'pple', '...']",13
0,"['ugh', 'leg', 'hurt', '.', 'musta', 'overdid', 'mon', '.']",8
0,"['if', ""'re"", 'still', ',', 'maybe', 'leave', 'credit', 'card', 'i', 'get', 'gas', 'i', 'get', 'back', 'like', 'told']",16
0,"['good', 'word', '....', 'but', 'word', 'may', 'leave', 'u', 'dismay', 'many', 'time', '.']",12
0,"['alex', 'know', 'guy', 'sell', 'mids', ""'s"", 'south', 'tampa', 'i', ""n't"", 'think', 'i', 'could', 'set', 'like', '8']",16
0,"['very', 'hurting', 'n', 'meaningful', 'line', 'ever', ':', '``', 'i', 'compromised', 'everything', 'love', ',', 'but', 'end', 'love', 'compromised', 'everything', ':', '-', '(', '``', '..', 'gud', 'mornin', ':', '-', ')']",28
0,"['fuck', 'cedar', 'key', 'fuck', '(', 'come', 'anyway', 'tho', ')']",9
0,"['watching', 'tv', 'lor', '...']",4
0,"['if', 'were/are', 'free', 'give', '.', 'otherwise', 'nalla', 'adi', 'entey', 'nattil', 'kittum']",11
1,"['private', '!', 'your', '2003', 'account', 'statement', 'show', '800', 'un-redeemed', 's.i.m', '.', 'point', '.', 'call', '08718738001', 'identifier', 'code', ':', '49557', 'expires', '26/11/04']",21
1,"['you', '£1000', 'winner', 'guaranteed', 'caller', 'prize', ',', 'final', 'attempt', 'contact', '!', 'to', 'claim', 'call', '09071517866', 'now', '!', '150ppmpobox10183bhamb64xe']",18
1,"['babe', ':', 'u', 'want', 'dont', 'u', 'baby', '!', 'im', 'nasty', 'thing', '4', 'filthyguys', '.', 'fancy', 'rude', 'time', 'sexy', 'bitch', '.', 'how', 'go', 'slo', 'n', 'hard', '!', 'txt', 'xxx', 'slo', '(', '4msgs', ')']",32
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6
0,"['a', 'bit', 'ur', 'smile', 'hppnss', ',', 'drop', 'ur', 'tear', 'sorrow', ',', 'part', 'ur', 'heart', 'life', ',', 'heart', 'like', 'mine', 'wil', 'care', 'u', ',', 'forevr', 'goodfriend']",25
0,"['u', 'goin', 'out', '2nite', '?']",5
0,"['realy', 'sorry-i', ""n't"", 'recognise', 'number', 'confused', ':', ')', 'r', 'u', 'please', '?', '!']",13
1,"['your', 'credit', 'topped', 'http', ':', '//www.bubbletext.com', 'your', 'renewal', 'pin', 'tgxxrz']",10
0,"['stupid.its', 'possible']",2
0,"['k', 'tell', 'anything', '.']",4
0,"['should', 'i', 'head', 'straight']",4
0,"['new', 'year', 'plan', '?']",4
1,"['this', 'message', 'free', '.', 'welcome', 'new', '&', 'improved', 'sex', '&', 'dogging', 'club', '!', 'to', 'unsubscribe', 'service', 'reply', 'stop', '.', 'msg', '@', '150p', '18']",23
0,"['how', 'boy', '?', 'no', 'sweet', 'word', 'left', 'morning', '...', '*', 'sigh', '*', '...', 'how', 'go', 'day', ',', 'love', '?', 'did', 'start', 'studying', '?']",23
0,"['hey', '..', 'something', 'came', 'last', 'min', '..', 'think', 'wun', 'signing', 'tmr', '..', 'hee']",13
1,"['free', '1st', 'week', 'entry', '2', 'textpod', '4', 'chance', '2', 'win', '40gb', 'ipod', '£250', 'cash', 'every', 'wk', '.', 'txt', 'pod', '84128', 'ts', '&', 'cs', 'www.textpod.net', 'custcare', '08712405020', '.']",27
0,"['i', 'dont', 'shall', 'buy', 'one', 'dear']",6
0,"['ok', '.', 'there', 'may', 'free', 'gym', '.']",7
0,"['and', ""'s"", 'fine', ',', 'i', 'got', 'enough', 'bud', 'last', 'night', 'least']",11
0,"['bloody', 'hell', ',', 'cant', 'believe', 'forgot', 'surname', 'mr', '.', 'ill', 'give', 'u', 'clue', ',', 'spanish', 'begin', '...']",17
0,"['thanx', 'lot', '4', 'ur', 'help', '!']",6
0,"['what', '?', 'might', 'accidant', 'tookplace', 'somewhere', 'ghodbandar', 'rd', '.', 'traffic', 'move', 'slovely', '.', 'so', 'plz', 'slip', '&', 'amp', ';', ""n't"", 'worry', '.']",22
0,"['have', 'great', 'trip', 'india', '.', 'and', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', '.', 'bye', '.', 'abiola']",18
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later', 'meeting']",7
0,"['well', 'watch', 'shrek', '3d', '!', '!', 'b', ')']",8
0,"['i', 'want', 'sent', '&', 'lt', ';', '#', '&', 'gt', ';', 'mesages', 'today', '.', 'thats', '.', 'sorry', 'hurt']",17
0,"['wat', 'ü', '?']",3
0,"['as', 'per', 'request', ""'melle"", 'melle', '(', 'oru', 'minnaminunginte', 'nurungu', 'vettam', ')', ""'"", 'set', 'callertune', 'callers', '.', 'press', '*', '9', 'copy', 'friend', 'callertune']",22
0,"['i', 'av', 'new', 'number', ',', '.', 'wil', 'u', 'use', 'one', ',', 'ta', '.']",13
0,"['storming', 'msg', ':', 'wen', 'u', 'lift', 'phne', ',', 'u', 'say', '``', 'hello', ""''"", 'do', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', '?', '?', '.', '.', '.', 'it', ""'s"", 'name', 'girl', '..', '!', '.', '.', '.', 'yes', '..', 'and', 'u', 'knw', 'dat', 'girl', '?', '?', '``', 'margaret', 'hello', ""''"", 'she', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', '...', '.', '.', '.', '.', 'moral', ':', 'one', '4get', 'name', 'person', ',', 'bt', 'girlfrnd', '...', 'g', 'n', 'g', 'h', '.', '.', '.', '@']",76
0,"['beerage', '?']",2
0,"['kind', '.', 'took', 'garage', '.', 'centre', 'part', 'exhaust', 'need', 'replacing', '.', 'part', 'ordered', 'n', 'taking', 'fixed', 'tomo', 'morning', '.']",19
0,['staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323'],1
0,"['they', 'pick', 'drop', 'car.so', 'problem', '..']",6
0,"['still', 'chance', '.', 'if', 'search', 'hard', 'get', '..', 'let', 'try', ':', ')']",12
0,"['life', 'strict', 'teacher', '...', 'bcoz', 'teacher', 'teach', 'lesson', '&', 'amp', ';', 'conduct', 'exam', ',', 'but', 'life', 'first', 'conduct', 'exam', '&', 'amp', ';', 'teach', 'lessons', '.', 'happy', 'morning', '.', '.', '.']",30
0,"['going', 'take', 'babe', '?']",4
0,"['guessin', 'ai', ""n't"", 'gon', 'na', '9', '?']",7
0,"['no', ',', 'i', 'decided', 'people', 'care', 'stuff', 'vote', 'caring', 'stuff', 'loser']",11
0,"['well', '.', 'balls', '.', 'time', 'make', 'call']",7
0,"['hello', '!', 'good', 'week', '?', 'fancy', 'drink', 'something', 'later', '?']",10
0,"['yes', ':', ')', 'completely', 'form', ':', ')', 'clark', 'also', 'utter', 'waste', '.']",12
0,"['i', 'tirupur', 'da', ',', 'started', 'office', 'call', '.']",8
0,"['message', '.', 'i', 'truro', 'hospital', 'ext', '.', 'you', 'phone', '.', 'i', 'phone', 'side']",13
0,"['was', 'something', 'u', 'ate', '?']",5
0,"['i', 'anything', 'lor', '.']",4
0,"['ok', 'lor', 'thanx', '...', 'ü', 'school', '?']",7
0,"['ugh', 'hopefully', 'asus', 'ppl', 'dont', 'randomly', 'reformat', '.']",8
0,"['i', 'many', 'dependent']",3
0,"['i', 'way', 'ur', 'home']",4
0,"['ok', 'try', 'week', 'end', 'course', 'coimbatore', '.']",7
0,"['my', 'superior', 'telling', 'friday', 'leave', 'department', 'except', ':', ')', 'leave', ':', ')', 'way', 'call', 'waheed', 'fathima', 'hr', 'conform', ':', ')']",20
0,"['ditto', '.', 'and', 'wo', ""n't"", 'worry', 'saying', 'anything', 'anymore', '.', 'like', 'said', 'last', 'night', ',', 'whatever', 'want', ""'ll"", '.', 'peace', '.']",21
0,"['you', 'sure', 'neighbor', 'didnt', 'pick']",5
0,"['our', 'ride', 'equally', 'uneventful', '-', 'many', 'pesky', 'cyclist', 'around', 'time', 'night', ';', ')', '.']",14
0,"['thanx', '4', 'time', 'we\x92ve', 'spent', '2geva', ',', 'bin', 'mint', '!', 'ur', 'baby', 'i', 'want', 'u', '!', 'xxxx']",17
0,"['dont', 'know', 'support', 'as', 'srt', 'thnk', '.', 'i', 'think', 'ps3', 'play', 'usb']",12
0,"['do', 'u', 'hav', 'frnd', 'name', 'ashwini', 'ur', 'college', '?']",9
0,"['hi', 'its', 'jess', 'i', 'dont', 'know', 'if', 'you', 'are', 'at', 'work', 'but', 'call', 'me', 'when', 'u', 'can', 'im', 'at', 'home', 'all', 'eve', '.', 'xxx']",24
0,"['it', ""'s"", 'é', '$', '140', 'ard', '...', 'é', 'rest', 'ard', '$', '180', 'least', '...', 'which', 'é', 'price', '4', 'é', '2', 'bedrm', '(', '$', '900', ')']",25
0,"['ok', '...']",2
0,"['god', 'picked', 'flower', 'dippeditinadew', ',', 'lovingly', 'touched', 'itwhichturnedinto', 'u', ',', 'gifted', 'tomeandsaid', ',', 'this', 'friend', 'is', '4u']",17
0,"['if', 'belive', '.', 'come', 'home', '.']",6
0,"['are', 'freezing', '?', 'are', 'home', 'yet', '?', 'will', 'remember', 'kiss', 'mom', 'morning', '?', 'do', 'love', '?', 'do', 'think', '?', 'are', 'missing', 'yet', '?']",23
0,"['argh', '3g', 'spotty', ',', 'anyway', 'thing', 'i', 'remember', 'research', 'province', 'sterling', 'problem-free', 'place', 'looked']",14
0,"['go', 'chase', 'run', ""'s"", 'crossing', 'street']",6
0,"['i', 'tot', ""'s"", 'group', 'mate', '...', 'lucky', 'havent', 'reply', '...', 'wat', 'time', 'ü', 'need', 'leave', '...']",16
1,"['gent', '!', 'we', 'trying', 'contact', '.', 'last', 'weekend', 'draw', 'show', '£1000', 'prize', 'guaranteed', '.', 'call', '09064012160', '.', 'claim', 'code', 'k52', '.', 'valid', '12hrs', '.', '150ppm']",25
0,"['mmmmmmm', '*', 'snuggle', '*', '...', '*', 'deep', 'contented', 'sigh', '*', '...', '*', 'whisper', '*', '...', 'i', 'fucking', 'love', 'much', 'i', 'barely', 'stand', '...']",23
0,"['she', 'broke', 'list', 'reason', 'nobody', ""'s"", 'town', 'i', 'ca', ""n't"", 'tell', ""'s"", 'sarcastic', 'faggy']",14
0,"['ok', 'vl', '..', 'u', 'know', 'got', 'adsense', 'approved', '..']",9
0,"['lol', '!', 'nah', ""n't"", 'bad', 'thanks', '.', 'its', 'good', 'b', 'home', 'quite', 'reality', 'check', '.', 'hows', 'ur', 'day', '?', 'did', 'u', 'anything', 'website', '?']",24
0,"['and', 'stop', 'wondering', '``', 'wow', 'ever', 'going', 'stop', ""tm'ing"", '?', '!', ""''"", 'i', 'tm', 'whenever', 'i', 'want', 'mine', '...', '*', 'laugh', '*']",22
0,"['bishan', 'lar', 'nearer', '...', 'no', 'need', 'buy', 'early', 'co', 'buy', 'got', 'ta', 'park', 'car', '...']",15
0,"['i', ""'m"", 'reaching', 'home', '5', 'min', '.']",7
1,"['get', 'garden', 'ready', 'summer', 'free', 'selection', 'summer', 'bulb', 'seed', 'worth', '£33:50', 'the', 'scotsman', 'saturday', '.', 'to', 'stop', 'go2', 'notxt.co.uk']",19
0,"['u', 'studying', 'sch', 'going', 'home', '?', 'anyway', ""'ll"", 'b', 'going', '2', 'sch', 'later', '.']",14
1,"['your', 'b4u', 'voucher', 'w/c', '27/03', 'marsms', '.', 'log', 'onto', 'www.b4utele.com', 'discount', 'credit', '.', 'to', 'opt', 'reply', 'stop', '.', 'customer', 'care', 'call', '08717168528']",22
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'ish', 'minutes', 'was', '5', 'minutes', 'ago', '.', 'wtf', '.']",16
0,"['house-maid', 'murderer', ',', 'coz', 'man', 'murdered', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', 'january', '..', 'as', 'public', 'holiday', 'govt.instituitions', 'closed', ',', 'including', 'post', 'office', '..', 'understand', '?']",28
0,"['its', 'posible', 'dnt', 'live', '&', 'lt', ';', '#', '&', 'gt', ';', 'century', 'cm', 'frwd', 'n', 'thnk', 'different']",17
0,"['i', ""'ve"", 'reached', 'home', 'n', 'bathe', 'liao', '...', 'u', 'call', '...']",11
0,"['what', 'type', 'stuff', 'sing', '?']",5
0,"['omg', 'make', 'wedding', 'chapel', 'frontierville', '?', 'why', 'get', 'good', 'stuff', '?']",11
1,"['got', 'take', '2', 'take', 'part', 'wrc', 'rally', 'oz', '?', 'u', 'lucozade', 'energy', '!', 'text', 'rally', 'le', '61200', '(', '25p', ')', ',', 'see', 'pack', 'lucozade.co.uk/wrc', '&', 'itcould', 'u', '!']",28
0,"['i', 'joining', 'today', 'formally.pls', 'keep', 'praying.will', 'talk', 'later', '.']",9
0,"['no', 'problem', '.', 'how', '?']",5
0,"['are', 'available', 'soiree', 'june', '3rd', '?']",6
1,"['do', 'want', 'new', 'video', 'handset', '?', '750', 'time', 'network', 'min', '?', 'unlimited', 'text', '?', 'camcorder', '?', 'reply', 'call', '08000930705', 'del', 'sat', 'am']",22
1,"['87077', ':', 'kick', 'new', 'season', '2wks', 'free', 'goal', '&', 'news', 'ur', 'mobile', '!', 'txt', 'ur', 'club', 'name', '87077', 'eg', 'villa', '87077']",21
0,"['tessy', '..', 'pls', 'favor', '.', 'pls', 'convey', 'birthday', 'wish', 'nimya', '..', 'pls', 'dnt', 'forget', '.', 'today', 'birthday', 'shijas']",18
0,"['she', ""'s"", 'fine', '.', 'sends', 'greeting']",6
0,"['oh', 'ya', '...', 'got', 'hip', 'hop', 'open', '.', 'haha', 'thinking', 'go', 'jazz', 'zoom', 'cine', '...', 'actually', 'tonight', ""'m"", 'free', 'leh', '...', 'and', ""'s"", 'kb', 'lesson', 'tonight']",26
0,"['got', '..', 'mail', 'panren', 'paru', '..']",6
0,"['ya', 'nice', '.', '.', '.be', 'ready', 'thursday']",7
0,"['sorry', 'sir', ',', 'call', 'tomorrow', '.', 'senthil.hsbc']",7
0,"['watching', 'tv', '.', 'i', 'got', 'new', 'job', ':', ')']",9
1,"['you', '1', 'new', 'voicemail', '.', 'please', 'call', '08719181503']",8
0,"['this', 'pen', 'thing', 'beyond', 'joke', '.', 'wont', 'biro', '?', 'do', ""n't"", 'master', 'ca', ""n't"", 'ever', '!']",16
0,"['let', 'snow', '.', 'let', 'snow', '.', 'this', 'kind', 'weather', 'brings', 'ppl', 'together', 'friendship', 'grow', '.']",15
0,"['why', ""n't"", 'wait', ""'til"", 'least', 'wednesday', 'see', 'get', '.']",9
0,"['just', 'read', 'i', 'shame', 'tell', 'take', 'run', 'i', 'blame', 'u', '4', 'ever', '!', '!', 'not', 'really', '4', 'ever', 'long', 'time']",20
0,"['goodmorning', ',', 'today', 'late', '&', 'lt', ';', 'decimal', '&', 'gt', ';', 'min', '.']",13
0,"['no', 'da', '.', '.', 'vijay', 'going', 'talk', 'jaya', 'tv']",9
0,"['what', ""'s"", 'room', 'number', '?', 'wan', 'na', 'make', 'sure', 'i', ""'m"", 'knocking', 'right', 'door']",14
0,"['i', ""'m"", 'guy', ',', 'browsin', 'compulsory']",6
0,"['all', 'come', 'alive.better', 'correct', 'good', 'looking', 'figure', '..']",8
0,"['i', ""'d"", 'say', ""'s"", 'good', 'sign', ',', 'well', ',', 'know', 'track', 'record', 'reading', 'woman']",14
1,"['private', '!', 'your', '2003', 'account', 'statement', 'show', '800', 'un-redeemed', 's.', 'i.', 'm.', 'point', '.', 'call', '08715203694', 'identifier', 'code', ':', '40533', 'expires', '31/10/04']",22
0,"['ok.ok', 'ok', '..', '..', 'whats', 'ur', 'today', 'plan']",8
0,"['a', 'people', 'game', ',', 'i', ""'m"", 'mall', 'iouri', 'kaila']",9
0,"['you', 'stayin', 'trouble', 'stranger', '!', '!', 'saw', 'dave', 'day', 'he\x92s', 'sorted', '!', 'still', 'bloke', 'u', 'gona', 'get', 'girl', 'mr', '!', 'ur', 'mum', 'still', 'thinks', 'get', '2getha', '!']",27
0,"['shall', 'call', 'dear', 'food']",4
0,"['except', 'there', 'chick', 'huge', 'boob', '.']",6
0,"['okey', 'dokey', 'swashbuckling', 'stuff', 'oh', '.']",6
0,"['honey', 'boo', 'i', ""'m"", 'missing', 'u', '.']",7
0,"['i', 'want', 'go', 'perumbavoor']",4
0,"['dhoni', 'luck', 'win', 'big', 'title.so', 'win', ':', ')']",8
1,"['urgent', '!', 'we', 'trying', 'contact', 'u', 'todays', 'draw', 'show', '£800', 'prize', 'guaranteed', '.', 'call', '09050000460', 'land', 'line', '.', 'claim', 'j89', '.', 'po', 'box245c2150pm']",23
0,"['shall', 'ask', 'one', 'thing', 'dont', 'mistake', '.']",7
1,"['double', 'mins', '&', 'double', 'txt', '&', '1/2', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobile', '.', 'call', 'mobileupd8', 'latest', 'offer', '.', '08000839402', 'call2optout/lf56']",21
0,"['when', 'school', 'starting', '.', 'where', 'stay', '.', 'what', ""'s"", 'weather', 'like', '.', 'and', 'food', '.', 'do', 'social', 'support', 'system', 'like', 'friend', 'school', '.', 'all', 'thing', 'important', '.']",27
0,"['we', 'still', 'tonight', '?']",4
0,"['where', '?', 'what', '?', 'are', 'yuou', 'working', 'getting', 'pc', 'mom', ""'s"", '?', 'did', 'find', 'spot', 'would', 'work', '?', 'i', 'need']",20
0,"['your', 'opinion', '?', '1', '.', 'over', '2', '.', 'jada', '3', '.', 'kusruthi', '4', '.', 'lovable', '5', '.', 'silent', '6', '.', 'spl', 'character', '7', '.', 'not', 'matured', '8', '.', 'stylish', '9', '.', 'simple', 'pls', 'reply', '..']",35
0,"['hi', 'kindly', 'give', 'u', 'back', 'document', 'submitted', 'loan', 'stapati']",9
0,"['i', 'sorry', 'hurt', '.']",4
0,"['did', ""n't"", 'try', ',', 'g', 'i', 'decided', 'head']",8
0,"['nah', 'dub', 'je', 'still', 'buff']",5
0,"['i\x92m', 'cool', 'ta', 'luv', 'v.tired', '2', 'cause', 'doin', 'load', 'planning', 'wk', ',', 'got', 'social', 'service', 'inspection', 'nursery', '!', 'take', 'care', '&', 'spk', 'sn', 'x', '.']",25
0,"['hi', 'happy', 'birthday', '.', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",11
0,"['why', 'tired', 'special']",3
0,"['yes', 'princess', '!', 'i', 'want', 'make', 'happy', '...']",8
0,"['eh', 'sorry', 'leh', '...', 'i', 'din', 'c', 'ur', 'msg', '.', 'not', 'sad', 'already', 'lar', '.', 'me', 'watching', 'tv', '.', 'u', 'still', 'office', '?']",23
0,"['i', 'wnt', 'buy', 'bmw', 'car', 'urgently', '..', 'vry', 'urgent.but', 'hv', 'shortage', '&', 'lt', ';', '#', '&', 'gt', ';', 'lacs.there', 'source', 'arng', 'dis', 'amt', '.', '&', 'lt', ';', '#', '&', 'gt', ';', 'lac', '..', 'thats', 'prob']",35
